0.8	19	100	1.835	7.96613655118517e-06	3.90138086014957e-05	-7.81765270832215e-06	-2.5387498189351e-05
0.8	20	100	1.835	6.47879674475771e-06	3.1808386961818e-05	-7.07420611070277e-06	-2.1287005090845e-05
0.8	21	100	1.835	5.36719280186393e-06	2.62660231736822e-05	-5.54917042337645e-06	-1.80000735605346e-05
0.8	22	100	1.835	4.46576444956825e-06	2.18479585375464e-05	-4.81859210251526e-06	-1.53375833019227e-05
0.8	23	100	1.835	3.75306696054345e-06	1.83191291950324e-05	-3.987619208306e-06	-1.31607540445255e-05
0.8	24	100	1.835	3.17409519368095e-06	1.54705042519909e-05	-3.41406036174419e-06	-1.13654192078133e-05
0.8	25	100	1.835	2.70368573107582e-06	1.31496667150621e-05	-2.90039081939117e-06	-9.872927437185e-06
0.8	26	100	1.835	2.31682532159105e-06	1.12461313164225e-05	-2.49753522359238e-06	-8.62301605829273e-06
0.8	27	100	1.835	1.99691351987497e-06	9.67195850454239e-06	-2.15211736643446e-06	-7.56912233685465e-06
0.8	28	100	1.835	1.73030045302891e-06	8.36222883415783e-06	-1.86782149142877e-06	-6.67487894762291e-06
0.8	29	100	1.835	1.5067667973323e-06	7.26516059990079e-06	-1.62680215299713e-06	-5.91164192066423e-06
0.8	30	100	1.835	1.31819463600191e-06	6.34104935226532e-06	-1.42386803911618e-06	-5.25665227522893e-06
0.8	31	100	1.835	1.15823717217189e-06	5.55821172032456e-06	-1.25090662324296e-06	-4.69168606496718e-06
0.8	32	100	1.835	1.02183577865844e-06	4.89167646511302e-06	-1.10335197866275e-06	-4.20204307041258e-06
0.8	33	100	1.835	9.04950277824668e-07	4.32137768646701e-06	-9.76655586964088e-07	-3.77578181812193e-06
0.8	34	100	1.835	8.04324072123386e-07	3.83119969149526e-06	-8.67502784397276e-07	-3.40313949114991e-06
0.8	35	100	1.835	7.17317607312751e-07	3.40806156595708e-06	-7.73027820536658e-07	-3.07608509104931e-06
0.8	36	100	1.835	6.41777572529811e-07	3.04130760331311e-06	-6.90963294464146e-07	-2.7879741030331e-06
0.8	37	100	1.835	5.75937618374489e-07	2.7221971780067e-06	-6.19406890418939e-07	-2.53327922615524e-06
0.8	38	100	1.835	5.1834064640488e-07	2.44352682943205e-06	-5.56799037184304e-07	-2.30737883381157e-06
0.8	39	100	1.835	4.67778601409563e-07	2.19932809253365e-06	-5.01836228001344e-07	-2.10638933996646e-06
0.8	40	100	1.835	4.2324499460733e-07	1.98463194556187e-06	-4.53432964287099e-07	-1.92703267231464e-06
0.8	41	100	1.835	3.83897345690443e-07	1.79528340304991e-06	-4.10677282769944e-07	-1.76652963854673e-06
0.8	42	100	1.835	3.49027367896326e-07	1.62779139611935e-06	-3.72801559987488e-07	-1.62251411726768e-06
0.8	43	100	1.835	3.18037103319568e-07	1.47921138615725e-06	-3.39156360409364e-07	-1.49296363929695e-06
0.8	44	100	1.835	2.90419674642273e-07	1.34705009380287e-06	-3.091905248113e-07	-1.37614329925209e-06
0.8	45	100	1.835	2.65743840710542e-07	1.22918879164047e-06	-2.82434448080342e-07	-1.27055886979419e-06
0.8	46	100	1.835	2.43641296249208e-07	1.12381933992101e-06	-2.58486692909737e-07	-1.17491979814554e-06
0.8	47	100	1.835	2.23796455034453e-07	1.029394515073e-06	-2.37002920229596e-07	-1.08810705259622e-06
0.8	48	100	1.835	2.0593798211177e-07	9.44584466977538e-07	-2.17686845462059e-07	-1.00914767922263e-06
0.8	49	100	1.835	1.89831805941232e-07	8.68244282914432e-07	-2.00282744788031e-07	-9.3719314530534e-07
0.8	50	100	1.835	1.75275440272848e-07	7.99384815897142e-07	-1.84569257376524e-07	-8.71501266001934e-07
0.8	51	100	1.835	1.62093169886468e-07	7.3714679393877e-07	-1.70354223546179e-07	-8.11421318852871e-07
0.8	52	100	1.835	1.50132106635503e-07	6.80785612439117e-07	-1.57470382152683e-07	-7.56380954118522e-07
0.8	53	100	1.835	1.3925882946797e-07	6.29651666916864e-07	-1.4577176166136e-07	-7.05875427712396e-07
0.8	54	100	1.835	1.29356624856136e-07	5.83175788992918e-07	-1.35130649753407e-07	-6.59458749462374e-07
0.8	55	100	1.835	1.20323154662039e-07	5.40862557074639e-07	-1.25435037685266e-07	-6.16736161636704e-07
0.8	56	100	1.835	1.12068428870238e-07	5.02272823776906e-07	-1.16586458538912e-07	-5.77356879821541e-07
0.8	57	100	1.835	1.0451314835791e-07	4.67024248163028e-07	-1.08498154944841e-07	-5.41008796724431e-07
0.8	58	100	1.835	9.75873019060103e-08	4.34777488012017e-07	-1.01093518556593e-07	-5.0741384540698e-07
0.8	59	100	1.835	9.12288911081305e-08	4.05233064659782e-07	-9.43047612375302e-08	-4.76323291206756e-07
0.8	60	100	1.835	8.53829585922838e-08	3.7812311204366e-07	-8.80717756023658e-08	-4.475150237241e-07
0.8	61	100	1.835	8.00006478840487e-08	3.5321533686794e-07	-8.23411607798497e-08	-4.20789377272067e-07
0.8	62	100	1.835	7.50384472336663e-08	3.30297509898436e-07	-7.70653818075262e-08	-3.95966862649609e-07
0.8	63	100	1.835	7.04575655596784e-08	3.09184413849195e-07	-7.22020483672906e-08	-3.72886368264269e-07
0.8	64	100	1.835	6.62232781944994e-08	2.8970816401408e-07	-6.77132902313172e-08	-3.514026714948e-07
0.8	65	100	1.835	6.23045504077879e-08	2.71720563160827e-07	-6.35652146977497e-08	-3.31384186963378e-07
0.8	66	100	1.835	5.86735168228714e-08	2.55088157818939e-07	-5.97274399119858e-08	-3.12712274096428e-07
0.8	67	100	1.835	5.5305140689299e-08	2.3969048612571e-07	-5.61726850430526e-08	-2.95279280093742e-07
0.8	68	100	1.835	5.21769026873287e-08	2.25420269561738e-07	-5.28764156987901e-08	-2.78987560556771e-07
0.8	69	100	1.835	4.92684941733046e-08	2.12179468217499e-07	-4.98165326742852e-08	-2.63748606815405e-07
0.8	70	100	1.835	4.65616069034169e-08	1.99883269824674e-07	-4.69731013676581e-08	-2.49481657688765e-07
0.8	71	100	1.835	4.40396618062167e-08	1.88449072457963e-07	-4.43281133281431e-08	-2.3611316950918e-07
0.8	72	100	1.835	4.16876645426001e-08	1.77809606483059e-07	-4.18652759516121e-08	-2.23576078739374e-07
0.8	73	100	1.835	3.94920266488796e-08	1.67896708536119e-07	-3.95698301619609e-08	-2.11809439599e-07
0.8	74	100	1.835	3.7440379907494e-08	1.58654550830306e-07	-3.74283875991175e-08	-2.00756936879822e-07
0.8	75	100	1.835	3.55215483693883e-08	1.50028779399847e-07	-3.54287879541315e-08	-1.90367495835748e-07
0.8	76	100	1.835	3.37252739068816e-08	1.41969418665511e-07	-3.3559971052057e-08	-1.80594203676779e-07
0.8	77	100	1.835	3.20422761657113e-08	1.34436895282697e-07	-3.18118662348572e-08	-1.71393586240824e-07
0.8	78	100	1.835	3.04640599413375e-08	1.27387379866839e-07	-3.01752921030204e-08	-1.62726307508252e-07
0.8	79	100	1.835	2.89828573363238e-08	1.20785124790856e-07	-2.86418688463533e-08	-1.54555897204192e-07
0.8	80	100	1.835	2.75915998937393e-08	1.14596509392939e-07	-2.72039377846474e-08	-1.46848694870558e-07
0.8	81	100	1.835	2.62837651643366e-08	1.08791138653253e-07	-2.5854494258735e-08	-1.39573799736966e-07
0.8	82	100	1.835	2.50534161194693e-08	1.03343400614797e-07	-2.45871220594712e-08	-1.32702852677571e-07
0.8	83	100	1.835	2.38950710329533e-08	9.82235760504935e-08	-2.33959396014962e-08	-1.26209284389649e-07
0.8	84	100	1.835	2.28037355665123e-08	9.34097553750846e-08	-2.22755487461283e-08	-1.20068739457781e-07
0.8	85	100	1.835	2.17747659903011e-08	8.88827401679393e-08	-2.12209905472321e-08	-1.1425887293096e-07
0.8	86	100	1.835	2.08039341309529e-08	8.46207558469203e-08	-2.02277053111759e-08	-1.08758681751863e-07
0.8	87	100	1.835	1.98873356671569e-08	8.06038643608176e-08	-1.92914954803916e-08	-1.03548719866358e-07
0.8	88	100	1.835	1.90213262918348e-08	7.68185417499012e-08	-1.8408493934137e-08	-9.86113983927648e-08
0.8	89	100	1.835	1.82026097528265e-08	7.32459681795916e-08	-1.75751345275309e-08	-9.39297930271102e-08
0.8	90	100	1.835	1.7428100185235e-08	6.98747324445748e-08	-1.6788125713601e-08	-8.94884690279862e-08
0.8	91	100	1.835	1.66949317703668e-08	6.66907087332191e-08	-1.60444261919068e-08	-8.52729101955673e-08
0.8	92	100	1.835	1.60004983706941e-08	6.3681543704952e-08	-1.53412246942684e-08	-8.12699474836555e-08
0.8	93	100	1.835	1.53423264093178e-08	6.08342187735644e-08	-1.46759194634038e-08	-7.74670019787631e-08
0.8	94	100	1.835	1.47181880016944e-08	5.81428500900927e-08	-1.40460999658369e-08	-7.38525128412024e-08
0.8	95	100	1.835	1.4125964065137e-08	5.55924559719756e-08	-1.34495331990921e-08	-7.0415331418599e-08
0.8	96	100	1.835	1.35637231446495e-08	5.31775019574354e-08	-1.28841468495517e-08	-6.71457710654073e-08
0.8	97	100	1.835	1.30296210487657e-08	5.08874403726267e-08	-1.23480168386616e-08	-6.40341167724082e-08
0.8	98	100	1.835	1.25220003255322e-08	4.87156225359442e-08	-1.18393565831384e-08	-6.10715442897087e-08
0.8	99	100	1.835	1.20392917857259e-08	4.66586684844117e-08	-1.13565042490628e-08	-5.8249762715753e-08
0.8	100	100	1.835	1.15800232736163e-08	4.47009179671554e-08	-1.08979134766433e-08	-5.55611439731731e-08
0.8	101	100	1.835	1.11428382076895e-08	4.28465887214458e-08	-1.0462144582257e-08	-5.29983121619509e-08
0.8	102	100	1.835	1.07264620519132e-08	4.10778948634061e-08	-1.00478564577043e-08	-5.05545610150927e-08
0.8	103	100	1.835	1.03297187470375e-08	3.94050428953463e-08	-9.65379884137452e-09	-4.82235129918508e-08
0.8	104	100	1.835	9.95149607163626e-09	3.78079370033646e-08	-9.27880333956877e-09	-4.59991285613381e-08
0.8	105	100	1.835	9.590760186029e-09	3.62892127458991e-08	-8.92178190356665e-09	-4.38758705487371e-08
0.8	106	100	1.835	9.24654464107277e-09	3.48395522431488e-08	-8.58171612662189e-09	-4.18484263714068e-08
0.8	107	100	1.835	8.91793738855284e-09	3.34672192181529e-08	-8.25765417682215e-09	-3.99117665346868e-08
0.8	108	100	1.835	8.60411153436047e-09	3.21539604941634e-08	-7.94870699327773e-09	-3.80613332243551e-08
0.8	109	100	1.835	8.30424506936822e-09	3.09034808854136e-08	-7.6540402856102e-09	-3.62926966080376e-08
0.8	110	100	1.835	8.01760591251366e-09	2.97109467028989e-08	-7.37287340396554e-09	-3.4601865444934e-08
0.8	111	100	1.835	7.74348996035457e-09	2.85715732184499e-08	-7.10447686861289e-09	-3.29846282775945e-08
0.8	112	100	1.835	7.48124873162226e-09	2.74812329559282e-08	-6.84816389163333e-09	-3.14376534784212e-08
0.8	113	100	1.835	7.2302629439136e-09	2.64480480849372e-08	-6.60329116927665e-09	-2.99573102234189e-08
0.8	114	100	1.835	6.98994950809606e-09	2.54572883884308e-08	-6.3692548280546e-09	-2.85403383761183e-08
0.8	115	100	1.835	6.75976785657895e-09	2.45052556024916e-08	-6.1454883673079e-09	-2.71837393171493e-08
0.8	116	100	1.835	6.53920295690114e-09	2.36064734426833e-08	-5.93145826638879e-09	-2.58846239050443e-08
0.8	117	100	1.835	6.32777230613613e-09	2.27393491813999e-08	-5.72666321628152e-09	-2.46400532759976e-08
0.8	118	100	1.835	6.12501860342007e-09	2.19118374555904e-08	-5.5306319510295e-09	-2.34476036404195e-08
0.8	119	100	1.835	5.9305415023303e-09	2.11187954901604e-08	-5.3429208829779e-09	-2.23048459090315e-08
0.8	120	100	1.835	5.74390590646345e-09	2.03553580657712e-08	-5.1631122949743e-09	-2.1209346325611e-08
0.8	121	100	1.835	5.56472290469401e-09	1.9632041214912e-08	-4.99081219526567e-09	-2.01589266946591e-08
0.8	122	100	1.835	5.39267008825561e-09	1.89327574728893e-08	-4.82564971847905e-09	-1.91515442842285e-08
0.8	123	100	1.835	5.22737786390337e-09	1.82629674716495e-08	-4.66727479782467e-09	-1.81852535677394e-08
0.8	124	100	1.835	5.06852992909756e-09	1.76262864304277e-08	-4.51535667852133e-09	-1.72581133869109e-08
0.8	125	100	1.835	4.91584883910434e-09	1.7010509889559e-08	-4.36958507063234e-09	-1.63683691657031e-08
0.8	126	100	1.835	4.76901618196024e-09	1.64241158451262e-08	-4.22966394243894e-09	-1.55144193706582e-08
