0.9	300	50	1.619436525	-7.72957253758477e-11	0	-1.91611075429946e-10	-2.72121632580074e-08
0.9	320	50	1.619436525	-5.95228311084384e-11	0	-2.4722059046085e-10	-2.43652027424312e-08
0.9	340	50	1.619436525	-4.65785188197287e-11	0	-2.85661423448179e-10	-2.19552445868676e-08
0.9	360	50	1.619436525	-3.69291264235017e-11	0	-3.12508279417754e-10	-1.98961971396303e-08
0.9	380	50	1.619436525	-2.96058733084692e-11	0	-3.31371577057817e-10	-1.81222991809673e-08
0.9	400	50	1.619436525	-2.40119035765929e-11	0	-3.44645892777893e-10	-1.65826124861135e-08
0.9	420	50	1.619436525	-1.96207494695955e-11	0	-3.53950396306743e-10	-1.52371582735207e-08
0.9	440	50	1.619436525	-1.61570756773699e-11	0	-3.60399820162951e-10	-1.40541940612829e-08
0.9	460	50	1.619436525	-1.34481314972845e-11	0	-3.64774866223194e-10	-1.30082579067906e-08
0.9	480	50	1.619436525	-1.12108100580599e-11	0	-3.67628874563229e-10	-1.20787246312972e-08
0.9	500	50	1.619436525	-9.42534938985773e-12	0	-3.69360733634277e-10	-1.12487332975692e-08
0.9	520	50	1.619436525	-7.93298760015659e-12	0	-3.7025994940162e-10	-1.05043992818449e-08
0.9	540	50	1.619436525	-6.75526301563423e-12	0	-3.7053995232955e-10	-9.83418578392208e-09
0.9	560	50	1.619436525	-5.74029712652191e-12	0	-3.7035827872999e-10	-9.2284555863187e-09
0.9	580	50	1.619436525	-4.92916818473077e-12	0	-3.69833066398922e-10	-8.67910339159319e-09
0.9	600	50	1.619436525	-4.17399448338074e-12	0	-3.69054005084741e-10	-8.17925568907101e-09
0.9	620	50	1.619436525	-3.61133345450071e-12	0	-3.68088430655094e-10	-7.72307344073364e-09
0.9	640	50	1.619436525	-3.10529379987656e-12	0	-3.66986112959944e-10	-7.30556154818262e-09
0.9	660	50	1.619436525	-2.63677968348475e-12	0	-3.65787423095849e-10	-6.92241579131855e-09
0.9	680	50	1.619436525	-2.27640128969142e-12	0	-3.6452328476584e-10	-6.56992998126932e-09
0.9	700	50	1.619436525	-1.93867144560045e-12	0	-3.63215271879621e-10	-6.24488054533726e-09
0.9	720	50	1.619436525	-1.65600866353088e-12	0	-3.61881825488918e-10	-5.94446169035955e-09
0.9	740	50	1.619436525	-1.41109346429857e-12	0	-3.60537418009726e-10	-5.66621864406775e-09
0.9	760	50	1.619436525	-1.19571019752129e-12	0	-3.59191694757687e-10	-5.40799761818083e-09
0.9	780	50	1.619436525	-9.76108083250438e-13	0	-3.57852715260826e-10	-5.1679066273509e-09
0.9	800	50	1.619436525	-8.71969163540598e-13	0	-3.5652725635681e-10	-4.9442687595835e-09
0.9	820	50	1.619436525	-6.92335078156248e-13	0	-3.55219023531326e-10	-4.73559805255574e-09
0.9	840	50	1.619436525	-5.70432590052405e-13	0	-3.53932276310797e-10	-4.54057075599764e-09
0.9	860	50	1.619436525	-4.36761737887537e-13	0	-3.52668656178359e-10	-4.35801668701811e-09
0.9	880	50	1.619436525	-3.47277762102749e-13	0	-3.51430282616493e-10	-4.18688453002039e-09
0.9	900	50	1.619436525	-2.30704344517108e-13	0	-3.50219618471954e-10	-4.02622758695854e-09
0.9	920	50	1.619436525	-1.88737914186277e-13	0	-3.4903678656576e-10	-3.87520015022922e-09
0.9	940	50	1.619436525	-9.50350909079134e-14	0	-3.47880032944397e-10	-3.73303974495047e-09
0.9	960	50	1.619436525	-5.19584375524573e-14	0	-3.467519350757e-10	-3.59906157792647e-09
0.9	980	50	1.619436525	4.54081217071689e-14	0	-3.45651931276579e-10	-3.47264239493682e-09
0.9	1000	50	1.619436525	8.870681966755e-14	0	-3.44579475293963e-10	-3.35321714021977e-09
